event_id,user_id,session_id,timestamp,key_index,hold_time_ms,flight_time_ms,typing_speed_wpm,key_pressure,is_backspace,is_pause,digraph_time_ms,trigraph_time_ms,label
8349,2,S002G034,2026-01-31T22:30:05.432000,28,90.23,104.5,52.4,0.6131,0,0,138.43,177.38,genuine
8350,2,S002G034,2026-01-31T22:30:05.133000,29,92.97,84.44,52.3,0.4685,0,0,142.02,169.69,genuine
8351,2,S002G034,2026-01-31T22:30:05.490000,30,83.53,99.7,46.9,0.4987,0,1,137.65,183.9,genuine
8352,2,S002G034,2026-01-31T22:30:05.642000,31,101.71,80.53,51.3,0.8218,0,0,113.45,171.24,genuine
8353,2,S002G034,2026-01-31T22:30:06.336000,32,101.21,96.99,47.8,0.6347,0,1,167.45,207.5,genuine
8354,2,S002G034,2026-01-31T22:30:06.666000,33,102.73,100.14,52.2,0.801,0,0,125.92,194.26,genuine
8355,2,S002G034,2026-01-31T22:30:06.630000,34,93.32,101.7,51.3,0.6513,0,0,171.11,153.18,genuine
8356,2,S002G034,2026-01-31T22:30:05.565000,35,96.84,62.2,51.2,0.6568,0,0,169.27,179.44,genuine
8357,2,S002G034,2026-01-31T22:30:08.424000,36,93.95,140.63,49.0,0.6357,0,0,157.03,151.79,genuine
8358,2,S002G034,2026-01-31T22:30:08.399000,37,100.48,126.57,54.6,0.6865,0,0,133.22,171.32,genuine
8359,2,S002G034,2026-01-31T22:30:09.348000,38,97.67,149.04,49.2,0.7069,0,0,104.42,155.46,genuine
8360,2,S002G034,2026-01-31T22:30:09.282000,39,93.96,144.23,54.9,0.7437,0,1,132.47,198.38,genuine
8361,2,S002G034,2026-01-31T22:30:05.760000,40,90.16,54.79,54.7,0.8539,0,0,120.38,205.89,genuine
8362,2,S002G034,2026-01-31T22:30:05.904000,41,82.45,62.31,53.0,0.4339,0,0,138.62,138.77,genuine
8363,2,S002G034,2026-01-31T22:30:05.208000,42,72.51,51.8,55.0,0.5871,0,0,112.7,165.33,genuine
8364,2,S002G034,2026-01-31T22:30:03.956000,43,62.86,30,52.4,0.6263,0,0,151.31,215.71,genuine
8365,2,S002G034,2026-01-31T22:30:06.116000,44,80.3,59.29,49.4,0.46,0,0,166.66,153.56,genuine
8366,2,S002G034,2026-01-31T22:30:09.630000,45,95.89,118.7,52.7,0.7396,0,0,126.19,124.79,genuine
8367,2,S002G034,2026-01-31T22:30:08.188000,46,94.0,84.78,51.6,0.7711,0,0,147.04,210.14,genuine
8368,2,S002G034,2026-01-31T22:30:09.024000,47,104.22,88.69,47.1,0.7177,0,0,171.52,214.94,genuine
8369,2,S002G034,2026-01-31T22:30:06.672000,48,87.44,52.14,50.0,0.8859,0,0,148.84,169.84,genuine
8370,2,S002G034,2026-01-31T22:30:06.762000,49,86.25,52.47,53.7,0.5922,1,0,161.24,146.85,genuine
8371,2,S002G034,2026-01-31T22:30:08,50,85.5,74.66,52.5,0.6449,0,0,143.45,160.52,genuine
8372,2,S002G034,2026-01-31T22:30:06.375000,51,95.88,30,45.4,0.6263,0,0,142.91,148.6,genuine
8373,2,S002G034,2026-01-31T22:30:07.332000,52,88.12,52.9,49.0,0.6604,0,0,136.1,95.0,genuine
8374,2,S002G034,2026-01-31T22:30:11.607000,53,101.08,118.74,49.0,0.6849,1,0,177.41,177.7,genuine
8375,2,S002G034,2026-01-31T22:30:09.180000,54,93.63,76.93,53.4,0.7712,1,0,141.3,158.76,genuine
8376,2,S002G034,2026-01-31T22:30:08.855000,55,82.89,78.67,51.0,0.6279,0,0,138.51,225.63,genuine
8377,2,S002G034,2026-01-31T22:30:08.568000,56,81.6,72.31,53.6,0.6017,0,0,149.21,141.91,genuine
8378,2,S002G034,2026-01-31T22:30:08.379000,57,92.47,54.66,56.4,0.6866,0,0,107.8,199.6,genuine
8379,2,S002G034,2026-01-31T22:30:11.426000,58,83.77,113.45,52.3,0.9545,0,0,133.09,180.4,genuine
8380,2,S002G034,2026-01-31T22:30:10.148000,59,102.5,69.87,55.6,0.7708,0,1,158.16,132.37,genuine
8381,2,S002G034,2026-01-31T22:30:13.380000,60,106.45,116.91,45.6,0.6992,0,0,186.56,162.18,genuine
8382,2,S002G034,2026-01-31T22:30:10.187000,61,87.54,80.32,53.8,0.8786,0,0,156.38,185.06,genuine
8383,2,S002G034,2026-01-31T22:30:14.446000,62,91.87,142.08,50.7,0.5961,0,0,130.23,138.17,genuine
8384,2,S002G034,2026-01-31T22:30:11.970000,63,70.76,119.89,46.4,0.6182,0,0,127.32,165.67,genuine
8385,2,S002G034,2026-01-31T22:30:10.688000,64,83.73,83.98,52.4,0.9318,0,0,155.1,178.42,genuine
8386,2,S002G034,2026-01-31T22:30:09.490000,65,101.22,45.33,54.1,0.402,0,1,159.95,173.06,genuine
8387,2,S002G034,2026-01-31T22:30:18.084000,66,90.73,183.42,59.1,0.5813,0,0,126.7,222.23,genuine
8388,2,S002G034,2026-01-31T22:30:17.956000,67,93.16,175.07,49.0,0.456,0,0,153.39,141.77,genuine
8389,2,S002G034,2026-01-31T22:30:14.280000,68,103.39,107.14,61.5,1.0,1,0,151.5,130.57,genuine
8390,2,S002G034,2026-01-31T22:30:10.488000,69,83.28,69.24,47.6,0.498,0,0,151.78,174.13,genuine
8391,2,S002G034,2026-01-31T22:30:12.460000,70,66.17,112.46,46.7,0.7306,0,0,139.85,208.33,genuine
8392,2,S002G034,2026-01-31T22:30:14.981000,71,103.67,107.51,52.2,0.8178,1,1,177.77,140.13,genuine
8393,2,S002G034,2026-01-31T22:30:12.240000,72,52.33,118.08,51.8,0.6027,0,0,101.85,154.34,genuine
8394,2,S002G034,2026-01-31T22:30:13.505000,73,83.54,102.25,48.3,0.7144,0,0,123.33,189.55,genuine
8395,2,S002G034,2026-01-31T22:30:08.880000,74,82.98,37.37,51.4,0.787,0,0,162.82,197.18,genuine
8396,2,S002G034,2026-01-31T22:30:14.850000,75,106.31,92.16,51.2,0.4924,0,0,166.1,153.79,genuine
8397,2,S002G034,2026-01-31T22:30:11.172000,76,104.75,43.07,55.7,0.7447,0,0,108.79,227.85,genuine
8398,2,S002G034,2026-01-31T22:30:17.941000,77,84.06,149.8,50.0,0.8015,0,1,102.76,188.73,genuine
8399,2,S002G034,2026-01-31T22:30:12.714000,78,91.64,71.95,54.4,0.3683,0,0,176.92,136.89,genuine
8400,2,S002G034,2026-01-31T22:30:10.507000,79,83.36,50.52,51.7,0.7957,0,1,148.71,184.98,genuine
8401,2,S002G035,2026-01-03T22:17:00,0,71.57,30,48.7,0.9244,0,1,187.64,180.06,genuine
8402,2,S002G035,2026-01-03T22:17:00.146000,1,87.25,59.18,53.5,0.9282,0,0,113.19,208.01,genuine
8403,2,S002G035,2026-01-03T22:17:00.400000,2,92.22,108.22,49.6,0.798,0,1,104.81,140.56,genuine
8404,2,S002G035,2026-01-03T22:17:00.606000,3,109.46,93.34,54.1,0.6427,0,0,159.72,203.8,genuine
8405,2,S002G035,2026-01-03T22:17:00.848000,4,88.66,123.67,52.3,0.5883,0,0,177.81,204.39,genuine
8406,2,S002G035,2026-01-03T22:17:00.635000,5,85.32,42.19,47.4,0.8616,0,0,130.3,159.49,genuine
8407,2,S002G035,2026-01-03T22:17:00.864000,6,84.85,59.84,57.5,0.7489,0,1,153.51,212.06,genuine
8408,2,S002G035,2026-01-03T22:17:00.952000,7,82.45,54.48,48.4,0.8586,0,0,158.26,134.43,genuine
8409,2,S002G035,2026-01-03T22:17:01.984000,8,106.24,142.61,51.7,0.5524,0,0,162.18,199.06,genuine
8410,2,S002G035,2026-01-03T22:17:01.431000,9,98.12,61.84,47.5,0.624,0,1,155.68,212.17,genuine
8411,2,S002G035,2026-01-03T22:17:01.230000,10,85.77,38.02,53.3,0.7395,1,1,177.41,156.6,genuine
8412,2,S002G035,2026-01-03T22:17:01.617000,11,97.76,49.65,56.9,0.6455,0,0,121.11,160.96,genuine
8413,2,S002G035,2026-01-03T22:17:02.040000,12,95.03,75.19,55.3,0.5541,0,0,162.66,146.66,genuine
8414,2,S002G035,2026-01-03T22:17:02.483000,13,87.77,103.47,53.0,0.5736,0,0,165.87,158.47,genuine
8415,2,S002G035,2026-01-03T22:17:02.198000,14,73.71,84.16,46.3,0.7889,0,0,133.59,178.46,genuine
8416,2,S002G035,2026-01-03T22:17:02.880000,15,79.62,112.6,51.4,0.5889,0,1,149.11,238.15,genuine
8417,2,S002G035,2026-01-03T22:17:04.720000,16,93.35,202.4,47.1,1.0,0,0,165.47,184.71,genuine
8418,2,S002G035,2026-01-03T22:17:01.955000,17,85.76,30,57.2,0.6258,0,0,191.82,202.25,genuine
8419,2,S002G035,2026-01-03T22:17:04.194000,18,105.2,127.92,60.2,0.605,0,0,132.66,149.49,genuine
8420,2,S002G035,2026-01-03T22:17:06.156000,19,102.39,221.91,58.8,0.6825,0,0,166.66,151.44,genuine
8421,2,S002G035,2026-01-03T22:17:03.360000,20,89.21,78.81,49.7,0.7318,0,0,134.07,119.43,genuine
8422,2,S002G035,2026-01-03T22:17:03.255000,21,92.37,63.25,47.5,0.4363,0,1,190.62,166.25,genuine
8423,2,S002G035,2026-01-03T22:17:04.290000,22,91.8,104.1,49.9,0.8455,0,1,157.18,153.48,genuine
8424,2,S002G035,2026-01-03T22:17:02.714000,23,88.23,30,48.6,0.6055,1,0,127.68,214.49,genuine
8425,2,S002G035,2026-01-03T22:17:02.904000,24,88.52,32.53,50.7,0.815,0,1,190.28,104.87,genuine
8426,2,S002G035,2026-01-03T22:17:04.075000,25,90.31,73.1,53.7,0.6895,0,0,161.42,190.88,genuine
8427,2,S002G035,2026-01-03T22:17:04.290000,26,106.02,59.58,58.9,0.6378,0,0,130.42,167.32,genuine
8428,2,S002G035,2026-01-03T22:17:06.777000,27,99.84,151.49,54.4,0.6458,0,0,146.37,89.58,genuine
8429,2,S002G035,2026-01-03T22:17:06.440000,28,92.57,138.14,48.5,0.493,0,0,112.35,154.06,genuine
8430,2,S002G035,2026-01-03T22:17:06.757000,29,92.65,140.4,51.6,0.6297,0,0,128.22,181.11,genuine
8431,2,S002G035,2026-01-03T22:17:04.200000,30,72.02,68.38,49.8,0.6594,0,0,132.11,220.77,genuine
8432,2,S002G035,2026-01-03T22:17:05.766000,31,86.9,99.58,54.7,0.7947,0,0,136.54,156.42,genuine
8433,2,S002G035,2026-01-03T22:17:06.624000,32,85.32,122.22,55.6,0.7558,0,1,149.66,202.13,genuine
8434,2,S002G035,2026-01-03T22:17:06.270000,33,95.16,95.78,57.2,0.649,0,0,136.43,157.1,genuine
8435,2,S002G035,2026-01-03T22:17:05.916000,34,79.97,94.37,55.4,0.6269,0,0,148.45,135.84,genuine
8436,2,S002G035,2026-01-03T22:17:07.665000,35,102.74,116.45,50.3,0.4328,0,0,111.79,208.54,genuine
8437,2,S002G035,2026-01-03T22:17:08.460000,36,92.62,142.77,41.9,0.9935,0,0,143.95,185.39,genuine
8438,2,S002G035,2026-01-03T22:17:06.697000,37,105.88,75.57,49.8,0.5617,0,1,143.76,213.02,genuine
8439,2,S002G035,2026-01-03T22:17:08.018000,38,84.38,126.71,48.1,0.6508,0,0,162.5,150.26,genuine
8440,2,S002G035,2026-01-03T22:17:06.630000,39,91.01,79.21,51.5,0.6325,0,0,145.21,178.08,genuine
8441,2,S002G035,2026-01-03T22:17:06.560000,40,93.86,70.31,59.4,0.4521,0,0,165.67,169.69,genuine
8442,2,S002G035,2026-01-03T22:17:06.437000,41,87.03,70.01,48.8,0.6295,0,1,128.82,182.28,genuine
8443,2,S002G035,2026-01-03T22:17:07.602000,42,104.5,76.94,54.4,0.7943,0,0,109.46,181.52,genuine
8444,2,S002G035,2026-01-03T22:17:07.052000,43,82.39,81.91,48.7,0.6673,0,1,138.5,131.86,genuine
8445,2,S002G035,2026-01-03T22:17:10.516000,44,104.63,135.23,56.7,0.5511,0,1,139.82,140.8,genuine
8446,2,S002G035,2026-01-03T22:17:08.685000,45,106.92,86.9,49.9,0.3562,0,1,161.61,200.62,genuine
8447,2,S002G035,2026-01-03T22:17:08.004000,46,87.79,86.92,54.7,0.6175,0,0,149.18,163.46,genuine
8448,2,S002G035,2026-01-03T22:17:07.238000,47,79.57,75.16,44.1,0.6994,0,0,164.44,215.64,genuine
8449,2,S002G035,2026-01-03T22:17:06.336000,48,66.07,66.81,48.2,0.7602,0,0,124.41,191.82,genuine
8450,2,S002G035,2026-01-03T22:17:08.379000,49,97.78,73.46,51.5,0.7369,0,0,107.57,156.68,genuine
8451,2,S002G035,2026-01-03T22:17:07.650000,50,71.64,81.88,54.9,0.9435,0,0,146.96,174.38,genuine
8452,2,S002G035,2026-01-03T22:17:13.260000,51,93.49,166.88,59.1,1.0,0,1,123.82,180.1,genuine
8453,2,S002G035,2026-01-03T22:17:05.720000,52,80.66,30,47.5,0.832,0,0,146.62,151.48,genuine
8454,2,S002G035,2026-01-03T22:17:08.268000,53,76.08,80.3,53.3,0.7347,0,0,140.88,216.48,genuine
8455,2,S002G035,2026-01-03T22:17:10.422000,54,87.45,105.9,52.0,0.6869,0,0,138.76,181.26,genuine
8456,2,S002G035,2026-01-03T22:17:09.020000,55,97.76,66.26,57.2,0.4935,0,0,159.71,145.1,genuine
8457,2,S002G035,2026-01-03T22:17:12.040000,56,92.23,122.89,52.1,0.5059,0,0,133.17,150.04,genuine
8458,2,S002G035,2026-01-03T22:17:08.379000,57,94.9,52.48,50.7,0.6282,0,0,130.42,144.74,genuine
8459,2,S002G035,2026-01-03T22:17:07.656000,58,102.86,30,51.0,0.6239,0,0,139.05,166.74,genuine
8460,2,S002G035,2026-01-03T22:17:13.865000,59,93.19,142.37,52.0,0.5693,0,0,155.33,156.7,genuine
8461,2,S002G035,2026-01-03T22:17:11.220000,60,76.7,111.23,55.2,0.589,0,0,169.83,178.4,genuine
8462,2,S002G035,2026-01-03T22:17:10.187000,61,67.96,99.88,54.0,0.8275,0,1,148.66,216.46,genuine
8463,2,S002G035,2026-01-03T22:17:09.176000,62,100.7,47.57,47.2,0.5084,0,0,134.89,141.83,genuine
8464,2,S002G035,2026-01-03T22:17:07.497000,63,80.39,38.73,51.3,0.9771,0,0,115.65,165.64,genuine
8465,2,S002G035,2026-01-03T22:17:10.944000,64,93.8,77.85,51.4,0.6103,1,0,133.03,132.65,genuine
8466,2,S002G035,2026-01-03T22:17:10.920000,65,99.55,68.53,51.7,0.6604,0,0,124.4,153.85,genuine
8467,2,S002G035,2026-01-03T22:17:11.154000,66,98.91,70.78,53.6,0.5181,0,0,130.28,128.56,genuine
8468,2,S002G035,2026-01-03T22:17:14.941000,67,88.51,134.82,57.0,0.7186,0,1,159.17,152.76,genuine
8469,2,S002G035,2026-01-03T22:17:13.328000,68,87.92,108.34,54.2,0.8913,0,0,142.38,128.16,genuine
8470,2,S002G035,2026-01-03T22:17:10.695000,69,74.08,81.18,53.6,0.5693,0,0,140.45,114.23,genuine
8471,2,S002G035,2026-01-03T22:17:07.420000,70,76.98,30,43.1,0.8293,0,0,131.32,130.71,genuine
8472,2,S002G035,2026-01-03T22:17:15.123000,71,96.2,117.67,50.0,0.8439,0,1,140.08,160.17,genuine
8473,2,S002G035,2026-01-03T22:17:09.432000,72,78.72,52.97,55.0,0.8637,0,1,152.28,166.36,genuine
8474,2,S002G035,2026-01-03T22:17:16.571000,73,83.73,143.79,52.3,0.7562,0,0,144.53,144.26,genuine
8475,2,S002G035,2026-01-03T22:17:10.138000,74,86.89,50.7,57.8,0.7321,0,0,122.7,177.09,genuine
8476,2,S002G035,2026-01-03T22:17:14.625000,75,90.42,105.36,53.3,0.5894,0,0,155.68,213.53,genuine
8477,2,S002G035,2026-01-03T22:17:12.084000,76,93.58,66.34,51.7,0.8224,0,0,137.16,177.3,genuine
8478,2,S002G035,2026-01-03T22:17:17.402000,77,82.73,143.34,47.7,0.7744,0,0,170.9,197.45,genuine
8479,2,S002G035,2026-01-03T22:17:20.280000,78,97.71,162.7,54.8,0.4098,0,0,130.57,126.23,genuine
8480,2,S002G035,2026-01-03T22:17:14.852000,79,84.85,103.8,55.2,0.6513,0,0,131.0,177.39,genuine
8481,2,S002G036,2026-03-26T15:25:00,0,86.91,39.78,47.7,0.6542,0,0,153.8,165.79,genuine
8482,2,S002G036,2026-03-26T15:25:00.147000,1,64.38,83.15,57.8,0.6208,0,0,124.94,197.48,genuine
8483,2,S002G036,2026-03-26T15:25:00.314000,2,88.98,68.74,51.2,0.6689,0,1,181.33,132.9,genuine
8484,2,S002G036,2026-03-26T15:25:00.762000,3,120.26,133.79,48.4,0.6324,0,0,147.23,143.27,genuine
8485,2,S002G036,2026-03-26T15:25:00.972000,4,96.6,146.75,49.7,0.7003,1,0,169.3,168.17,genuine
8486,2,S002G036,2026-03-26T15:25:00.640000,5,97.83,31.1,47.2,0.7976,0,1,171.26,143.38,genuine
8487,2,S002G036,2026-03-26T15:25:01.326000,6,83.87,137.31,54.9,0.5639,0,0,167.01,176.22,genuine
8488,2,S002G036,2026-03-26T15:25:01.526000,7,104.52,114.3,50.0,0.5877,0,1,153.8,140.3,genuine
8489,2,S002G036,2026-03-26T15:25:01.568000,8,100.07,96.32,52.7,0.5876,0,0,148.27,170.24,genuine
8490,2,S002G036,2026-03-26T15:25:01.323000,9,81.63,66.08,41.2,0.5445,0,0,160.56,164.1,genuine
8491,2,S002G036,2026-03-26T15:25:01.360000,10,105.47,30.61,43.7,1.0,0,0,119.86,159.19,genuine
8492,2,S002G036,2026-03-26T15:25:02.057000,11,98.33,88.68,46.9,0.9226,0,0,151.14,185.1,genuine
8493,2,S002G036,2026-03-26T15:25:02.064000,12,75.69,96.42,47.9,0.6074,0,0,138.83,112.62,genuine
8494,2,S002G036,2026-03-26T15:25:02.821000,13,75.08,142.43,47.7,0.6218,0,0,110.4,174.67,genuine
8495,2,S002G036,2026-03-26T15:25:02.114000,14,80.13,71.86,50.1,0.5548,0,0,116.86,198.98,genuine
8496,2,S002G036,2026-03-26T15:25:02.940000,15,94.07,102.9,51.0,0.7339,0,0,135.19,162.67,genuine
8497,2,S002G036,2026-03-26T15:25:02.480000,16,85.15,70.69,47.7,0.878,0,1,144.3,152.72,genuine
8498,2,S002G036,2026-03-26T15:25:03.179000,17,70.91,116.74,51.8,1.0,1,0,112.23,175.26,genuine
8499,2,S002G036,2026-03-26T15:25:03.762000,18,102.41,107.28,51.7,0.5946,0,0,137.84,172.02,genuine
8500,2,S002G036,2026-03-26T15:25:03.553000,19,82.53,105.29,41.3,0.8629,0,0,122.53,137.11,genuine
8501,2,S002G036,2026-03-26T15:25:04.320000,20,93.35,123.29,51.1,0.7501,0,0,129.24,149.07,genuine
8502,2,S002G036,2026-03-26T15:25:03.864000,21,88.97,95.54,51.2,0.7126,0,0,160.83,125.69,genuine
8503,2,S002G036,2026-03-26T15:25:03.894000,22,91.21,86.47,53.9,0.8092,0,0,151.33,178.51,genuine
8504,2,S002G036,2026-03-26T15:25:04.209000,23,101.95,81.25,49.8,0.5359,0,0,156.42,176.53,genuine
8505,2,S002G036,2026-03-26T15:25:03.816000,24,93.6,65.74,51.5,0.6462,0,0,150.6,193.11,genuine
8506,2,S002G036,2026-03-26T15:25:05.325000,25,78.74,135.11,56.7,0.2483,0,0,137.13,205.93,genuine
8507,2,S002G036,2026-03-26T15:25:04.394000,26,84.09,85.2,55.4,0.6167,0,0,165.27,153.27,genuine
8508,2,S002G036,2026-03-26T15:25:05.427000,27,83.01,118.37,47.2,0.7831,0,0,150.17,164.28,genuine
8509,2,S002G036,2026-03-26T15:25:05.152000,28,95.1,89.14,48.2,0.6093,0,0,130.61,151.19,genuine
8510,2,S002G036,2026-03-26T15:25:05.887000,29,89.29,113.75,49.1,0.8811,0,0,148.63,165.27,genuine
8511,2,S002G036,2026-03-26T15:25:03.990000,30,67.08,66.56,52.2,0.6569,0,1,179.56,187.35,genuine
8512,2,S002G036,2026-03-26T15:25:05.983000,31,99.84,93.29,53.7,0.7119,0,0,107.88,198.07,genuine
8513,2,S002G036,2026-03-26T15:25:07.520000,32,79.97,155.68,48.8,0.6691,0,1,125.97,138.77,genuine
8514,2,S002G036,2026-03-26T15:25:06.963000,33,94.83,117.16,49.0,0.7779,0,0,130.15,147.28,genuine
8515,2,S002G036,2026-03-26T15:25:04.250000,34,79.42,46.49,52.3,0.719,0,0,170.71,222.08,genuine
8516,2,S002G036,2026-03-26T15:25:09.940000,35,102.75,181.78,47.1,0.5001,0,0,141.78,126.18,genuine
8517,2,S002G036,2026-03-26T15:25:07.272000,36,81.13,121.26,51.2,0.6866,0,1,163.31,156.89,genuine
8518,2,S002G036,2026-03-26T15:25:09.176000,37,76.27,171.85,52.5,0.647,0,0,146.73,199.28,genuine
8519,2,S002G036,2026-03-26T15:25:05.396000,38,71.05,71.4,51.2,0.6513,0,0,164.45,180.41,genuine
8520,2,S002G036,2026-03-26T15:25:07.839000,39,100.14,101.67,45.9,0.6033,0,0,137.03,155.94,genuine
8521,2,S002G036,2026-03-26T15:25:07.360000,40,86.35,98.42,45.8,0.7559,0,0,182.86,138.46,genuine
8522,2,S002G036,2026-03-26T15:25:07.749000,41,82.04,107.34,46.6,0.4734,0,1,159.39,163.4,genuine
8523,2,S002G036,2026-03-26T15:25:04.704000,42,66.7,45.45,52.0,0.8978,0,0,133.29,167.7,genuine
8524,2,S002G036,2026-03-26T15:25:06.751000,43,99.07,58.16,49.3,0.7287,1,0,137.97,161.33,genuine
8525,2,S002G036,2026-03-26T15:25:09.372000,44,83.79,129.57,52.3,0.7985,0,1,152.38,202.99,genuine
8526,2,S002G036,2026-03-26T15:25:07.875000,45,88.07,87.25,55.8,0.7375,0,0,157.25,177.75,genuine
8527,2,S002G036,2026-03-26T15:25:10.074000,46,105.38,114.44,48.3,0.9923,0,0,164.72,194.51,genuine
8528,2,S002G036,2026-03-26T15:25:08.366000,47,102.26,76.04,50.9,0.7339,0,0,132.96,156.35,genuine
8529,2,S002G036,2026-03-26T15:25:10.560000,48,90.73,130.1,45.1,0.5524,0,0,121.71,141.88,genuine
8530,2,S002G036,2026-03-26T15:25:11.809000,49,92.91,148.4,52.7,0.7671,0,0,160.5,198.79,genuine
8531,2,S002G036,2026-03-26T15:25:07.900000,50,84.46,74.28,49.2,0.6618,0,0,160.14,197.64,genuine
8532,2,S002G036,2026-03-26T15:25:09.894000,51,76.78,118.05,47.2,0.8891,0,0,135.82,149.94,genuine
8533,2,S002G036,2026-03-26T15:25:08.008000,52,106.54,48.12,52.0,0.8855,0,1,177.59,180.27,genuine
8534,2,S002G036,2026-03-26T15:25:08.692000,53,103.49,60.54,52.1,0.912,0,0,127.33,195.82,genuine
8535,2,S002G036,2026-03-26T15:25:14.202000,54,72.4,191.28,56.5,0.7569,0,0,135.59,140.85,genuine
8536,2,S002G036,2026-03-26T15:25:12.100000,55,85.73,135.14,46.1,0.7347,0,0,158.01,176.48,genuine
8537,2,S002G036,2026-03-26T15:25:10.976000,56,110.44,85.9,54.0,0.7215,0,0,130.01,183.11,genuine
8538,2,S002G036,2026-03-26T15:25:16.188000,57,94.05,190.14,50.9,0.7504,0,0,116.93,203.76,genuine
8539,2,S002G036,2026-03-26T15:25:06.728000,58,86.54,30,48.8,0.425,0,0,136.01,141.05,genuine
8540,2,S002G036,2026-03-26T15:25:10.738000,59,99.7,82.88,49.1,0.7811,0,1,142.12,214.04,genuine
8541,2,S002G036,2026-03-26T15:25:07.500000,60,95.69,30.2,51.7,0.8405,0,0,122.71,194.94,genuine
8542,2,S002G036,2026-03-26T15:25:15.616000,61,103.97,152.2,54.9,0.8029,1,0,144.19,175.6,genuine
8543,2,S002G036,2026-03-26T15:25:09.238000,62,78.64,70.51,55.4,0.9451,1,0,147.57,213.0,genuine
8544,2,S002G036,2026-03-26T15:25:06.930000,63,80.23,30,48.6,0.4829,0,0,160.78,140.37,genuine
8545,2,S002G036,2026-03-26T15:25:10.816000,64,102.3,67.27,57.5,0.6612,0,0,136.62,168.85,genuine
8546,2,S002G036,2026-03-26T15:25:11.180000,65,91.06,81.74,50.9,0.7219,0,0,148.87,146.48,genuine
8547,2,S002G036,2026-03-26T15:25:13.662000,66,92.13,114.94,54.5,0.7218,0,1,150.58,109.75,genuine
8548,2,S002G036,2026-03-26T15:25:12.998000,67,89.52,104.73,52.0,0.7354,0,1,144.75,172.23,genuine
8549,2,S002G036,2026-03-26T15:25:13.056000,68,94.66,97.77,51.8,0.6978,0,0,142.38,165.41,genuine
8550,2,S002G036,2026-03-26T15:25:13.869000,69,100.72,100.48,52.2,0.7107,0,0,134.49,183.73,genuine
8551,2,S002G036,2026-03-26T15:25:11.760000,70,77.86,91.1,52.4,0.6217,0,0,142.87,207.34,genuine
8552,2,S002G036,2026-03-26T15:25:14.839000,71,87.64,121.75,51.2,0.7048,0,0,103.26,205.6,genuine
8553,2,S002G036,2026-03-26T15:25:13.320000,72,87.61,97.49,40.6,0.6593,0,0,170.98,152.76,genuine
8554,2,S002G036,2026-03-26T15:25:15.768000,73,83.79,132.43,55.5,0.7006,0,0,143.89,208.58,genuine
8555,2,S002G036,2026-03-26T15:25:17.390000,74,90.78,144.88,59.0,0.6537,0,0,149.71,129.85,genuine
8556,2,S002G036,2026-03-26T15:25:18,75,82.17,158.53,58.6,0.6982,1,0,123.03,164.87,genuine
8557,2,S002G036,2026-03-26T15:25:12.768000,76,83.3,85.43,49.8,0.6191,0,0,121.92,179.35,genuine
8558,2,S002G036,2026-03-26T15:25:09.394000,77,70.09,52.12,47.0,0.6983,0,0,137.35,135.75,genuine
8559,2,S002G036,2026-03-26T15:25:09.516000,78,92.84,30,55.7,0.5603,0,0,127.91,163.23,genuine
8560,2,S002G036,2026-03-26T15:25:17.933000,79,105.46,121.69,52.5,0.8009,0,0,108.64,151.34,genuine
8561,2,S002G037,2026-02-16T19:05:00,0,95.71,65.52,50.0,0.5701,0,0,184.87,182.75,genuine
8562,2,S002G037,2026-02-16T19:05:00.201000,1,92.73,108.95,52.2,0.5984,0,1,127.86,125.47,genuine
8563,2,S002G037,2026-02-16T19:05:00.312000,2,76.97,79.38,53.9,0.7453,0,0,177.76,173.51,genuine
8564,2,S002G037,2026-02-16T19:05:00.651000,3,101.8,115.51,44.1,0.5948,0,0,135.89,156.23,genuine
8565,2,S002G037,2026-02-16T19:05:00.572000,4,86.67,56.85,53.9,0.7602,0,0,162.62,163.5,genuine
8566,2,S002G037,2026-02-16T19:05:00.970000,5,80.55,113.65,51.8,0.548,0,0,135.63,194.27,genuine
8567,2,S002G037,2026-02-16T19:05:01.296000,6,99.67,116.5,53.7,0.3739,0,0,134.68,160.0,genuine
8568,2,S002G037,2026-02-16T19:05:01.414000,7,98.74,103.76,46.7,0.4463,0,0,128.73,178.92,genuine
8569,2,S002G037,2026-02-16T19:05:01.576000,8,80.13,117.63,51.6,0.3715,0,0,118.02,192.55,genuine
8570,2,S002G037,2026-02-16T19:05:02.052000,9,84.02,143.99,52.4,0.7679,1,0,117.9,182.69,genuine
8571,2,S002G037,2026-02-16T19:05:02.270000,10,117.83,109.59,52.0,0.6486,1,0,103.24,167.38,genuine
8572,2,S002G037,2026-02-16T19:05:02.277000,11,93.46,114.28,49.8,0.8857,0,0,160.27,110.04,genuine
8573,2,S002G037,2026-02-16T19:05:02.172000,12,92.67,88.71,49.3,0.3913,0,0,136.37,211.3,genuine
8574,2,S002G037,2026-02-16T19:05:03.016000,13,83.11,149.1,49.1,0.7463,0,0,157.66,170.27,genuine
8575,2,S002G037,2026-02-16T19:05:03.094000,14,95.9,125.65,50.5,0.8309,0,0,112.42,152.63,genuine
8576,2,S002G037,2026-02-16T19:05:03.555000,15,101.41,136.08,46.4,0.6856,0,0,125.46,159.39,genuine
8577,2,S002G037,2026-02-16T19:05:02.800000,16,83.27,91.75,46.4,0.7546,0,0,141.34,140.47,genuine
