session_id,user_id,label,keystroke_count,mouse_event_count,session_duration_sec,avg_hold_time_ms,std_hold_time_ms,avg_flight_time_ms,std_flight_time_ms,typing_speed_wpm,avg_pressure,error_rate,avg_digraph_ms,avg_trigraph_ms,avg_mouse_velocity,avg_mouse_accel,avg_curvature,avg_jitter,avg_click_duration_ms,rhythm_consistency,data_familiarity_score,risk_score,authenticity_score
S003G000,3,genuine,80,120,426.8,110.1,9.36,115.26,20.82,65.7,0.7338,0.0514,121.6,318.5,351.18,638.51,0.1684,2.965,153.98,0.7622,0.8612,0.1152,0.9446
S003G001,3,genuine,80,120,356.5,94.37,9.36,88.27,20.82,66.3,0.6769,0.0509,141.63,307.88,417.9,815.12,0.1764,2.976,150.84,0.8336,0.9374,0.0658,0.7807
S003G002,3,genuine,80,120,318.4,109.32,9.36,155.05,20.82,75.7,0.7234,0.0686,150.77,278.89,391.36,475.0,0.1654,2.729,137.39,0.7554,0.9241,0.0497,0.9563
S003G003,3,genuine,80,120,299.7,101.41,9.36,150.44,20.82,43.2,0.6349,0.0753,144.79,320.98,266.56,510.33,0.2207,2.826,145.22,0.8233,0.9052,0.1237,0.8701
S003G004,3,genuine,80,120,270.8,90.99,9.36,132.79,20.82,64.5,0.565,0.0271,148.69,304.0,308.37,813.96,0.2078,3.784,148.23,0.8156,1,0.3027,1
S003G005,3,genuine,80,120,345.2,107.48,9.36,134.72,20.82,54.1,0.6592,0.0601,159.96,324.84,220.55,797.48,0.1277,3.329,162.91,0.9026,0.8088,0.1487,1
S003G006,3,genuine,80,120,393.8,88.05,9.36,146.87,20.82,73.0,0.7602,0.0549,146.31,294.45,277.3,44.41,0.1957,3.228,150.67,0.8206,0.7885,0.0873,0.7694
S003G007,3,genuine,80,120,328.8,103.44,9.36,120.07,20.82,51.6,0.8683,0.0606,113.23,308.39,432.15,699.31,0.1471,3.226,151.81,0.7561,0.8963,0.0819,0.901
S003G008,3,genuine,80,120,262.1,92.84,9.36,150.22,20.82,77.8,0.718,0.0551,105.93,329.03,390.19,336.13,0.2393,3.645,134.15,0.7541,1,0.2685,0.97
S003G009,3,genuine,80,120,349.6,99.06,9.36,169.52,20.82,71.8,0.8059,0.0591,155.37,310.49,341.69,810.5,0.195,3.85,129.89,0.9043,0.8871,0.0504,0.9574
S003G010,3,genuine,80,120,349.1,92.96,9.36,127.39,20.82,69.0,0.8191,0.0631,146.19,323.13,322.73,526.08,0.1816,3.05,129.47,0.7591,0.9867,0,1
S003G011,3,genuine,80,120,228.7,106.4,9.36,141.83,20.82,65.6,0.7177,0.0627,128.99,292.43,344.14,588.89,0.1955,3.347,136.98,0.8511,0.9582,0.1546,0.8492
S003G012,3,genuine,80,120,257.1,120.93,9.36,162.48,20.82,71.3,0.7062,0.0487,145.78,311.29,388.18,354.33,0.2297,3.443,145.0,0.8708,0.9548,0.1313,0.8382
S003G013,3,genuine,80,120,369.5,88.49,9.36,153.09,20.82,57.0,0.6349,0.0513,148.05,308.66,489.05,279.69,0.145,3.081,141.54,0.8147,0.9135,0,1
S003G014,3,genuine,80,120,321.7,109.91,9.36,122.43,20.82,63.3,0.8469,0.0631,138.42,321.14,172.82,692.55,0.1481,2.952,137.92,0.8572,0.8819,0.101,0.9301
S003G015,3,genuine,80,120,423.9,100.79,9.36,142.87,20.82,60.1,0.6815,0.0583,156.81,328.47,463.84,768.57,0.1617,3.241,131.94,0.8282,0.796,0.1346,1
S003G016,3,genuine,80,120,213.9,109.39,9.36,129.32,20.82,56.1,0.7354,0.0611,132.68,353.65,486.9,185.89,0.188,2.521,156.28,0.7252,1,0,0.8865
S003G017,3,genuine,80,120,245.3,104.91,9.36,175.24,20.82,66.7,0.7193,0.0575,146.13,280.77,440.56,476.27,0.1507,3.014,126.21,0.7133,0.8086,0.3455,1
S003G018,3,genuine,80,120,283.5,82.2,9.36,164.36,20.82,70.8,0.6103,0.0549,144.41,266.88,311.21,768.49,0.1136,3.59,157.59,0.67,0.7931,0.1791,0.9453
S003G019,3,genuine,80,120,322.7,89.72,9.36,163.01,20.82,49.8,0.6957,0.0532,128.28,315.41,488.82,644.34,0.1581,3.262,125.66,0.7967,0.7766,0.141,0.9093
S003G020,3,genuine,80,120,310.6,77.11,9.36,147.96,20.82,68.9,0.7031,0.0467,133.25,291.07,402.05,1067.65,0.1893,2.802,151.32,0.8343,0.8789,0.0313,0.7737
S003G021,3,genuine,80,120,422.6,93.78,9.36,114.65,20.82,69.1,0.6762,0.0579,164.42,301.8,429.86,539.64,0.1259,3.4,147.1,0.7616,0.8996,0.2935,0.8485
S003G022,3,genuine,80,120,403.8,108.94,9.36,115.59,20.82,68.8,0.7262,0.0698,153.72,278.86,350.32,595.27,0.1415,2.557,141.61,0.7175,0.9538,0.2735,1
S003G023,3,genuine,80,120,279.1,115.36,9.36,160.09,20.82,66.4,0.8164,0.0595,136.4,301.37,391.76,491.89,0.2337,3.365,150.14,0.9923,0.7713,0.1015,0.8899
S003G024,3,genuine,80,120,349.5,99.36,9.36,124.22,20.82,65.5,0.6002,0.0646,163.89,339.04,440.23,1006.07,0.192,3.031,150.21,0.7561,0.8024,0.1508,0.8282
S003G025,3,genuine,80,120,344.4,103.34,9.36,121.73,20.82,62.1,0.7184,0.0563,155.69,290.52,310.4,432.39,0.1365,3.466,147.64,0.8481,0.807,0.1926,0.8823
S003G026,3,genuine,80,120,310.8,104.18,9.36,168.8,20.82,61.5,0.5384,0.0552,137.3,350.02,286.64,319.22,0.1659,3.065,164.23,0.8108,0.8217,0,0.9457
S003G027,3,genuine,80,120,259.3,91.29,9.36,164.12,20.82,66.8,0.644,0.0773,139.52,315.26,418.55,564.54,0.1786,3.292,135.42,0.6935,0.8989,0.0804,0.8866
S003G028,3,genuine,80,120,210.4,81.15,9.36,145.67,20.82,62.0,0.8036,0.0672,141.48,348.46,371.87,170.47,0.154,3.11,147.55,0.697,0.8391,0.2156,0.9583
S003G029,3,genuine,80,120,212.7,90.99,9.36,139.52,20.82,59.1,0.7718,0.0564,150.5,294.92,253.64,594.35,0.1583,3.704,151.31,0.7873,1,0.1427,0.9015
S003G030,3,genuine,80,120,268.4,100.14,9.36,140.53,20.82,64.5,0.5633,0.0367,147.55,317.5,430.1,760.38,0.1596,3.114,151.87,0.8,0.9414,0.0614,0.7048
S003G031,3,genuine,80,120,335.9,102.38,9.36,165.39,20.82,70.0,0.7646,0.0425,154.75,292.93,473.66,812.72,0.2057,3.238,149.62,0.9055,0.9716,0.0895,0.9469
S003G032,3,genuine,80,120,371.9,96.9,9.36,131.95,20.82,60.4,0.7451,0.0701,153.87,300.37,256.12,603.36,0.1431,2.744,144.11,0.761,0.9647,0.1318,0.7231
S003G033,3,genuine,80,120,245.7,102.22,9.36,126.64,20.82,69.2,0.83,0.073,133.31,348.07,538.7,556.8,0.1424,2.386,128.82,0.8789,0.9597,0.1093,0.9055
S003G034,3,genuine,80,120,319.4,110.1,9.36,167.09,20.82,55.5,0.5818,0.0634,129.62,305.22,353.61,626.95,0.1913,2.45,156.8,0.8042,0.7779,0.1849,0.8136
S003G035,3,genuine,80,120,276.9,95.66,9.36,157.86,20.82,77.7,0.7657,0.0497,151.35,318.8,347.58,589.42,0.192,3.385,149.67,0.7719,0.8627,0.1659,0.832
S003G036,3,genuine,80,120,344.3,105.35,9.36,160.14,20.82,63.7,0.8693,0.0376,148.44,324.18,328.55,570.08,0.1971,3.014,157.46,0.9965,0.9019,0.215,0.9169
S003G037,3,genuine,80,120,216.0,104.46,9.36,177.0,20.82,55.7,0.6411,0.0774,149.22,301.03,338.73,434.27,0.1567,2.569,169.33,0.8026,1,0.1714,0.9259
S003G038,3,genuine,80,120,369.0,84.39,9.36,138.78,20.82,76.8,0.7462,0.0489,147.51,304.0,370.91,412.07,0.2015,2.913,150.63,0.8375,0.9764,0.0633,0.8511
S003G039,3,genuine,80,120,396.4,93.73,9.36,180.33,20.82,67.4,0.6561,0.0408,151.04,328.03,413.71,58.06,0.1677,2.99,147.92,0.8375,0.9036,0.0715,0.8286
S003G040,3,genuine,80,120,192.4,95.76,9.36,146.83,20.82,68.7,0.5961,0.0537,159.47,284.33,279.51,708.7,0.1692,3.874,152.33,0.8395,0.8816,0.1071,1
S003G041,3,genuine,80,120,398.9,89.23,9.36,135.77,20.82,61.0,0.8513,0.0531,109.62,304.37,311.46,562.13,0.1594,4.165,137.2,0.7066,0.966,0.0904,0.8442
S003G042,3,genuine,80,120,354.2,91.2,9.36,123.27,20.82,64.0,0.652,0.0505,154.81,352.61,416.53,532.9,0.1248,3.359,156.65,0.9495,0.8098,0,0.9173
S003G043,3,genuine,80,120,315.5,97.55,9.36,133.29,20.82,55.5,0.6311,0.0668,173.61,308.57,290.08,666.42,0.1328,2.695,141.95,0.922,1,0.2349,0.8898
S003G044,3,genuine,80,120,267.8,103.02,9.36,164.14,20.82,78.6,0.7654,0.0756,135.5,339.45,362.71,545.31,0.1375,2.75,124.2,0.8949,0.7821,0.1139,0.8785
S003G045,3,genuine,80,120,308.2,107.04,9.36,158.53,20.82,70.8,0.8499,0.0605,143.93,301.95,407.29,300.56,0.2057,3.018,127.25,0.8472,0.9958,0.0081,0.8874
S003G046,3,genuine,80,120,362.9,85.8,9.36,130.68,20.82,75.6,0.5734,0.067,165.79,303.58,395.91,610.69,0.1771,3.518,144.88,0.7881,0.8621,0.0173,0.8677
S003G047,3,genuine,80,120,335.1,91.41,9.36,126.62,20.82,60.2,0.7051,0.0609,151.39,313.65,286.11,606.5,0.1754,2.918,144.17,0.9473,0.9666,0.1185,0.6655
S003G048,3,genuine,80,120,260.6,105.43,9.36,148.03,20.82,57.7,0.5714,0.0503,148.5,300.06,430.39,475.25,0.1738,3.188,159.69,0.7869,0.9602,0.0051,0.7911
S003G049,3,genuine,80,120,327.7,92.12,9.36,129.62,20.82,57.3,0.6446,0.0577,133.6,317.6,333.21,544.73,0.1341,2.867,137.45,0.8042,0.8919,0.2206,0.8913
S003I000,3,impostor,80,120,403.6,113.01,27.55,99.02,26.94,70.0,0.8539,0.1553,142.03,251.22,404.88,1170.77,0.2181,3.459,105.17,0.4904,0.276,0.6363,0.4046
S003I001,3,impostor,80,120,374.3,85.68,16.48,117.43,26.75,24.9,0.5443,0.0865,176.53,300.53,611.09,742.8,0.198,4.593,101.01,0.4718,0.3685,0.7389,0.5464
S003I002,3,impostor,80,120,365.0,101.67,16.48,129.34,26.75,69.5,0.566,0.0563,169.71,232.05,593.09,531.35,0.1612,3.365,119.31,0.5277,0.5393,0.7958,0.4016
S003I003,3,impostor,80,120,368.1,79.26,13.84,13.23,50.61,48.0,0.7822,0.1124,142.64,162.02,389.27,908.83,0.0046,1.702,114.09,0.5027,0.5397,0.5886,0.297
S003I004,3,impostor,80,120,489.9,65.51,16.48,86.45,26.75,38.1,0.4962,0.0877,140.05,245.69,649.24,993.01,0.1942,3.085,104.75,0.4889,0.4359,0.8969,0.292
S003I005,3,impostor,80,120,359.4,60.36,27.55,60.5,26.94,66.5,0.7996,0.1506,130.71,274.37,546.59,1332.7,0.1396,3.343,131.45,0.5534,0.4585,0.5903,0.2687
S003I006,3,impostor,80,120,408.4,134.36,29.82,87.83,46.53,42.0,0.8137,0.0206,157.7,252.21,254.13,686.21,0.1008,3.972,87.25,0.5389,0.5035,0.5333,0.3108
S003I007,3,impostor,80,120,493.4,106.06,16.48,133.95,26.75,53.7,0.4753,0.0945,144.65,259.78,403.45,591.07,0.2036,3.914,111.61,0.4713,0.4663,0.749,0.2908
S003I008,3,impostor,80,120,459.9,65.75,31.07,162.32,38.06,20.0,0.6817,0.0268,119.65,239.84,120.67,295.24,0.1504,3.759,123.82,0.4479,0.3541,0.5909,0.3007
S003I009,3,impostor,80,120,394.9,104.74,17.29,80.41,51.84,47.2,0.6395,0.0379,111.5,209.15,410.81,901.41,0.2571,2.152,128.07,0.6002,0.3988,0.7932,0.3963
S003I010,3,impostor,80,120,329.8,125.01,29.82,120.53,46.53,56.6,0.5422,0.0412,210.34,266.26,482.13,434.32,0.1244,3.703,109.29,0.5529,0.4888,0.9269,0.4211
S003I011,3,impostor,80,120,388.9,79.32,17.29,95.17,51.84,51.1,0.6235,0.0489,139.45,184.78,566.12,889.35,0.2511,0.811,133.31,0.6869,0.4577,0.7969,0.248
S003I012,3,impostor,80,120,393.7,91.39,31.07,104.56,38.06,43.4,0.8307,0.0302,123.65,243.52,367.21,346.35,0.0666,3.044,110.61,0.5689,0.3496,0.5585,0.3229
S003I013,3,impostor,80,120,371.3,75.78,16.56,115.29,27.62,66.1,0.6941,0.0186,165.55,127.62,540.7,928.77,0.1418,4.107,123.1,0.587,0.428,0.6439,0.3998
S003I014,3,impostor,80,120,385.6,139.79,29.82,186.64,46.53,69.4,0.8153,0.0366,226.86,227.68,491.81,957.33,0.1556,4.277,70.5,0.4792,0.4172,0.7536,0.3938
S003I015,3,impostor,80,120,464.3,73.77,16.56,115.0,27.62,68.8,0.5328,0.0201,140.66,123.58,772.46,892.15,0.1679,3.397,153.84,0.7307,0.4902,0.6828,0.4076
S003I016,3,impostor,80,120,436.1,106.63,17.29,43.69,51.84,35.1,0.443,0.0675,122.95,231.74,448.88,1334.57,0.2118,2.028,121.53,0.5123,0.4416,0.7157,0.3153
S003I017,3,impostor,80,120,384.3,84.78,17.29,127.25,51.84,46.6,0.4135,0.0661,135.03,210.47,617.7,913.47,0.2891,1.331,134.61,0.5636,0.2763,0.9884,0.2198
S003I018,3,impostor,80,120,260.6,114.63,31.07,149.39,38.06,37.0,0.743,0.0349,99.33,215.94,544.15,544.31,0.0707,2.697,114.29,0.5592,0.4247,0.9454,0.4086
S003I019,3,impostor,80,120,428.2,64.57,20.01,101.58,34.25,90.2,0.6573,0.0548,152.52,158.93,355.16,800.0,0.1092,2.229,128.61,0.5892,0.5793,0.6802,0.3394
S004G000,4,genuine,80,120,345.0,117.1,21.19,42.38,20.73,66.5,0.6861,0.1098,104.55,292.98,227.02,1110.4,0.1266,3.445,91.5,0.8104,0.9729,0.2231,0.961
S004G001,4,genuine,80,120,224.2,110.58,21.19,71.27,20.73,62.6,0.5974,0.127,139.72,296.67,185.26,1178.23,0.1966,3.247,98.93,0.7649,0.8897,0.2246,0.9522
S004G002,4,genuine,80,120,182.9,49.37,21.19,52.06,20.73,65.2,0.4771,0.121,143.51,267.39,308.24,970.57,0.157,3.171,99.71,0.7794,0.8436,0.0627,0.7288
S004G003,4,genuine,80,120,296.8,45.0,21.19,50.44,20.73,61.4,0.5727,0.093,116.72,258.34,221.67,863.2,0.2022,3.249,95.07,0.8723,0.6744,0.1763,0.8815
S004G004,4,genuine,80,120,257.5,78.47,21.19,72.33,20.73,67.9,0.7606,0.114,132.99,298.72,315.1,992.28,0.1897,3.579,105.56,0.6872,0.8506,0.0026,0.8425
S004G005,4,genuine,80,120,298.9,95.24,21.19,54.33,20.73,69.9,0.6887,0.0974,129.88,255.73,391.15,1247.84,0.1246,3.486,92.69,0.8647,1,0.1387,0.9554
S004G006,4,genuine,80,120,219.2,92.85,21.19,58.49,20.73,70.7,0.7468,0.1119,122.57,241.69,308.96,1227.64,0.1311,3.648,102.33,0.8072,0.6742,0.2496,0.8321
S004G007,4,genuine,80,120,263.7,119.04,21.19,77.43,20.73,70.8,0.6238,0.0984,126.96,258.48,325.85,1085.37,0.1188,3.167,96.6,0.7955,0.8576,0.0947,0.9502
S004G008,4,genuine,80,120,244.9,81.37,21.19,61.84,20.73,72.3,0.5952,0.1147,131.78,257.65,173.79,1027.15,0.1865,3.655,100.76,0.9205,0.6576,0.0982,0.8146
S004G009,4,genuine,80,120,249.8,55.13,21.19,89.97,20.73,65.2,0.7147,0.1147,144.96,278.15,317.27,1141.83,0.1855,4.055,126.07,0.8345,0.9575,0.2277,0.8986
S004G010,4,genuine,80,120,264.2,70.95,21.19,34.25,20.73,69.0,0.5976,0.0962,155.84,262.73,341.17,1183.75,0.1224,3.347,114.32,0.8076,0.9168,0.2524,0.8561
S004G011,4,genuine,80,120,385.1,74.91,21.19,29.16,20.73,68.6,0.6231,0.104,155.85,286.11,147.17,1024.01,0.1296,3.434,94.74,0.817,0.8478,0.2334,1
S004G012,4,genuine,80,120,237.0,87.33,21.19,62.5,20.73,70.2,0.5556,0.1122,142.4,290.36,238.04,1046.07,0.1976,3.573,121.4,0.9246,0.7922,0.0665,0.9705
S004G013,4,genuine,80,120,274.8,77.17,21.19,58.82,20.73,65.6,0.6607,0.1093,125.44,315.43,291.57,982.04,0.1813,3.826,115.34,0.7636,1,0.2714,1
S004G014,4,genuine,80,120,390.5,68.9,21.19,31.04,20.73,74.4,0.8487,0.0977,116.91,294.93,285.56,1059.25,0.134,2.612,115.41,0.7985,0.8615,0.0899,0.8006
S004G015,4,genuine,80,120,296.3,107.46,21.19,61.34,20.73,64.9,0.6131,0.1086,119.46,232.02,157.17,915.8,0.146,2.654,100.96,0.7607,0.9049,0.2077,0.9387
S004G016,4,genuine,80,120,283.9,64.65,21.19,58.79,20.73,63.1,0.5449,0.1008,126.67,292.55,258.65,972.84,0.1306,2.934,93.29,0.7014,0.8836,0.1845,0.9097
S004G017,4,genuine,80,120,320.0,38.23,21.19,86.06,20.73,68.9,0.5164,0.1004,134.25,247.51,454.36,1075.06,0.1443,3.779,98.42,0.8068,0.7812,0,0.7997
S004G018,4,genuine,80,120,139.9,63.96,21.19,81.51,20.73,61.7,0.6196,0.1122,138.57,267.66,290.39,930.69,0.1293,4.022,122.42,0.8709,1,0.0192,0.8498
S004G019,4,genuine,80,120,211.9,85.94,21.19,78.73,20.73,68.0,0.6549,0.1225,111.15,284.47,367.88,1017.73,0.1142,3.518,100.54,0.9236,0.9656,0.2317,0.8235
S004G020,4,genuine,80,120,252.2,106.09,21.19,76.0,20.73,68.4,0.7173,0.1137,112.79,287.04,316.72,1324.91,0.1206,4.216,119.43,0.8129,0.8977,0.1132,0.8441
S004G021,4,genuine,80,120,284.1,121.62,21.19,80.11,20.73,66.7,0.8082,0.1207,129.2,271.45,179.86,609.55,0.0891,3.907,123.14,0.729,0.8294,0.072,0.7786
S004G022,4,genuine,80,120,359.2,81.1,21.19,75.27,20.73,64.7,0.7724,0.1226,161.63,257.68,103.31,1050.97,0.1391,3.524,124.73,0.8241,0.813,0.1764,0.9149
S004G023,4,genuine,80,120,356.8,73.26,21.19,23.3,20.73,74.3,0.6564,0.1132,128.79,281.57,350.34,1260.76,0.1198,3.561,103.0,0.6253,0.8943,0.1712,0.9023
S004G024,4,genuine,80,120,376.0,101.09,21.19,82.02,20.73,61.4,0.6648,0.1085,127.11,284.55,218.39,1008.12,0.1221,3.373,121.94,0.6082,0.8582,0.2668,0.9723
S004G025,4,genuine,80,120,341.2,78.04,21.19,17.56,20.73,67.9,0.6946,0.1257,139.74,288.74,306.54,973.99,0.139,3.902,105.2,0.7617,1,0.3467,0.8091
S004G026,4,genuine,80,120,415.1,105.61,21.19,87.13,20.73,67.1,0.6619,0.104,145.7,261.62,313.9,989.55,0.1376,2.946,77.39,0.8821,0.8081,0.282,0.9607
S004G027,4,genuine,80,120,277.5,76.14,21.19,59.01,20.73,68.9,0.6985,0.1261,129.65,277.46,242.59,1183.89,0.1663,3.685,90.96,0.7095,0.8226,0.1505,0.8852
S004G028,4,genuine,80,120,443.4,88.07,21.19,43.7,20.73,62.8,0.6676,0.122,112.77,266.58,415.16,1178.18,0.1905,3.008,100.47,0.8212,0.8007,0.1647,1
S004G029,4,genuine,80,120,249.1,66.78,21.19,39.17,20.73,62.6,0.8451,0.0819,79.06,234.09,340.3,1207.05,0.1733,3.704,94.8,0.844,0.8921,0.1871,0.9578
S004G030,4,genuine,80,120,361.9,106.48,21.19,52.72,20.73,67.9,0.7829,0.1297,125.25,258.53,206.08,988.55,0.1479,4.085,117.98,0.833,1,0.1562,0.8293
S004G031,4,genuine,80,120,289.4,93.47,21.19,86.74,20.73,64.0,0.5359,0.1116,154.57,257.34,295.41,1287.08,0.1619,3.847,133.97,0.8842,0.9905,0.0937,0.9765
S004G032,4,genuine,80,120,207.6,71.15,21.19,52.91,20.73,65.3,0.8046,0.1002,149.79,289.51,48.13,884.83,0.1505,2.759,117.41,0.886,0.8213,0.1077,0.9657
S004G033,4,genuine,80,120,234.8,98.12,21.19,45.27,20.73,61.7,0.6817,0.0944,156.27,283.8,388.77,806.79,0.1173,3.159,102.99,0.7583,1,0.0938,0.8942
S004G034,4,genuine,80,120,368.5,83.86,21.19,38.23,20.73,61.2,0.5772,0.0989,125.74,227.49,283.19,1214.74,0.1342,4.476,115.04,0.8223,0.9492,0,0.9653
S004G035,4,genuine,80,120,260.7,104.74,21.19,45.26,20.73,66.4,0.7155,0.1129,142.93,301.11,250.02,1170.6,0.0882,3.731,100.05,0.8731,0.8724,0.261,0.9415
S004G036,4,genuine,80,120,297.2,67.8,21.19,83.4,20.73,67.1,0.6115,0.1026,141.78,285.79,328.37,1095.29,0.1475,4.011,122.09,0.8247,0.775,0.1447,0.8327
S004G037,4,genuine,80,120,319.7,67.19,21.19,85.42,20.73,75.0,0.5915,0.1097,105.26,264.8,365.3,1149.92,0.1747,3.83,109.48,0.7823,0.7022,0.2171,0.7368
S004G038,4,genuine,80,120,348.7,66.33,21.19,121.72,20.73,66.6,0.5875,0.1169,128.57,295.53,176.77,1078.93,0.149,3.594,102.07,0.7933,0.9363,0.1487,0.9146
S004G039,4,genuine,80,120,309.1,104.7,21.19,46.13,20.73,60.2,0.5939,0.1198,138.07,257.34,230.57,930.88,0.1497,3.625,125.18,0.8786,0.8079,0.1765,0.9499
S004G040,4,genuine,80,120,291.3,59.0,21.19,81.58,20.73,65.8,0.7108,0.1294,121.06,265.87,259.93,1034.74,0.1065,3.513,85.52,0.8282,0.8171,0.013,0.8596
S004G041,4,genuine,80,120,317.3,59.8,21.19,47.35,20.73,70.2,0.6608,0.0994,115.79,282.43,402.44,1078.69,0.1611,4.614,96.81,0.6549,0.9207,0.2667,0.8282
S004G042,4,genuine,80,120,449.4,74.44,21.19,74.94,20.73,65.0,0.6517,0.1096,137.84,268.33,391.0,1133.13,0.1785,3.466,112.23,0.8323,0.9052,0.189,0.9276
S004G043,4,genuine,80,120,360.9,82.6,21.19,69.86,20.73,77.2,0.7612,0.1066,128.35,290.03,272.49,1251.42,0.1469,4.113,120.8,0.786,0.9758,0.2174,0.9359
S004G044,4,genuine,80,120,339.0,45.92,21.19,91.32,20.73,68.3,0.6946,0.1108,151.57,275.85,313.71,1170.12,0.1514,3.403,112.64,0.8194,1,0.0545,0.942
S004G045,4,genuine,80,120,329.3,45.57,21.19,59.18,20.73,69.6,0.6753,0.0946,125.3,247.2,302.5,953.55,0.1147,3.213,106.64,0.8566,0.8775,0.1305,0.8571
S004G046,4,genuine,80,120,401.1,66.98,21.19,113.02,20.73,62.7,0.797,0.113,127.97,252.65,329.06,1377.21,0.1538,3.933,105.11,1,0.9242,0.3834,0.9329
S004G047,4,genuine,80,120,307.9,113.37,21.19,61.88,20.73,61.6,0.662,0.1096,131.66,254.7,450.64,1182.59,0.1341,3.714,129.78,0.8387,0.8736,0.2543,0.9626
S004G048,4,genuine,80,120,278.1,82.41,21.19,81.05,20.73,66.0,0.6115,0.111,157.39,284.53,255.38,1009.38,0.1615,3.643,122.36,0.8721,1,0.1521,0.857
S004G049,4,genuine,80,120,342.2,86.76,21.19,47.99,20.73,69.7,0.6182,0.1197,103.29,285.38,221.83,936.67,0.1879,3.544,114.48,0.8556,0.7339,0.2468,0.8712
S004I000,4,impostor,80,120,251.4,83.87,16.56,128.4,27.62,65.5,0.5799,0.034,180.55,196.83,768.47,881.47,0.2609,3.525,153.75,0.6293,0.3959,0.7021,0.3132
S004I001,4,impostor,80,120,176.9,82.57,16.48,124.51,26.75,27.2,0.3528,0.0812,140.85,284.57,272.8,651.58,0.2052,3.783,109.95,0.5371,0.5911,0.8175,0.4067
S004I002,4,impostor,80,120,364.1,110.2,17.29,214.25,51.84,45.7,0.4496,0.0475,133.92,216.79,415.18,556.43,0.2523,1.476,141.32,0.5586,0.3725,0.7024,0.2726
S004I003,4,impostor,80,120,408.6,113.16,29.82,77.7,46.53,77.2,0.9007,0.0431,182.82,190.93,328.78,443.16,0.1826,3.824,98.8,0.5194,0.5321,0.8546,0.3772
S004I004,4,impostor,80,120,292.6,117.34,13.84,62.63,50.61,55.4,0.7664,0.1171,146.84,113.9,572.81,422.49,0.0835,1.917,69.11,0.6282,0.4508,0.7047,0.3249
S004I005,4,impostor,80,120,386.0,66.11,16.56,149.6,27.62,74.7,0.8618,0.0506,166.59,163.06,524.62,1041.0,0.148,4.457,135.68,0.5594,0.4758,0.821,0.3606
S004I006,4,impostor,80,120,361.5,77.97,16.56,124.38,27.62,82.3,0.4083,0.0586,190.09,133.0,505.92,966.06,0.1998,2.728,118.01,0.6286,0.4713,0.8344,0.5315
S004I007,4,impostor,80,120,340.7,77.58,16.56,141.17,27.62,73.1,0.5644,0.0405,205.63,127.39,616.54,747.88,0.2067,3.56,133.62,0.4188,0.3725,0.5321,0.3057
S004I008,4,impostor,80,120,422.2,71.51,20.01,124.24,34.25,80.8,0.685,0.0666,144.49,213.8,422.61,500.69,0.0629,2.844,98.74,0.6031,0.4,0.6096,0.3601
S004I009,4,impostor,80,120,344.4,85.34,16.56,97.32,27.62,64.4,0.7434,0.0416,192.57,147.41,694.32,679.61,0.1765,3.789,159.68,0.5848,0.5425,0.6258,0.3567
S004I010,4,impostor,80,120,348.4,109.13,12.16,145.4,27.07,72.6,0.6886,0.0726,152.83,298.82,238.25,72.4,0.1762,3.691,146.17,0.5455,0.2775,0.5917,0.4438
S004I011,4,impostor,80,120,452.7,104.2,29.82,148.29,46.53,52.9,0.7405,0.03,214.95,290.58,463.09,845.19,0.2193,4.004,62.87,0.6449,0.406,0.7517,0.336
S004I012,4,impostor,80,120,264.6,57.46,20.01,127.42,34.25,70.3,0.729,0.0484,153.6,212.73,426.07,788.33,0.0466,1.535,97.34,0.6675,0.4717,0.8402,0.1792
S004I013,4,impostor,80,120,489.9,96.14,16.48,89.99,26.75,55.8,0.4234,0.0944,155.33,237.56,300.62,1059.19,0.1684,3.953,96.0,0.585,0.4797,0.7954,0.1804
S004I014,4,impostor,80,120,395.6,89.03,16.48,68.69,26.75,52.8,0.4732,0.0816,108.34,284.36,682.54,836.75,0.1423,4.243,94.13,0.5649,0.468,0.7551,0.4638
S004I015,4,impostor,80,120,386.3,93.76,13.84,100.53,50.61,53.4,0.8543,0.089,171.42,183.81,657.36,901.33,0.0864,1.191,96.4,0.6066,0.3358,0.8068,0.3606
S004I016,4,impostor,80,120,452.3,119.79,16.48,148.92,26.75,57.1,0.4389,0.0937,191.61,277.09,677.0,990.17,0.122,3.429,83.27,0.6341,0.4078,0.6573,0.3741
S004I017,4,impostor,80,120,368.6,140.84,32.45,140.39,36.06,64.2,0.5391,0.1314,154.7,171.01,583.95,277.41,0.2806,2.703,79.23,0.7532,0.4303,0.6836,0.3801
S004I018,4,impostor,80,120,490.5,101.0,13.84,196.69,50.61,59.1,0.6262,0.1146,146.65,175.1,427.86,803.55,0.0768,1.381,70.5,0.3869,0.5527,0.7209,0.3295
S004I019,4,impostor,80,120,369.8,105.61,16.48,109.08,26.75,46.8,0.4543,0.084,135.42,298.92,328.03,646.78,0.16,3.361,118.14,0.6717,0.3002,0.6802,0.3371
S005G000,5,genuine,80,120,281.8,89.38,24.96,178.68,27.74,63.2,0.4758,0.0782,184.73,253.62,586.07,616.77,0.2314,2.661,119.44,0.7898,0.7081,0.1233,0.9511
S005G001,5,genuine,80,120,405.2,90.34,24.96,107.51,27.74,57.5,0.8051,0.1057,208.03,223.45,752.01,821.64,0.2213,3.098,110.93,0.8951,0.9139,0.2657,0.9645
