event_id,user_id,session_id,timestamp,velocity_px_s,acceleration_px_s2,curvature,jitter_amplitude,click_duration_ms,dx,dy,event_type,direction_changes,label
4672,1,S001G038,2026-03-30T00:00:05.550000,644.72,866.49,0.1406,2.876,,251.6,-6.6,move,1,genuine
4673,1,S001G038,2026-03-30T00:00:05.600000,617.99,885.89,0.1797,2.88,,107.7,-149.4,scroll,2,genuine
4674,1,S001G038,2026-03-30T00:00:05.650000,391.2,945.17,0.199,2.653,,-36.0,80.8,move,0,genuine
4675,1,S001G038,2026-03-30T00:00:05.700000,339.11,1095.56,0.1521,3.144,,-151.0,129.8,move,2,genuine
4676,1,S001G038,2026-03-30T00:00:05.750000,721.08,755.46,0.191,4.249,,112.0,246.7,move,0,genuine
4677,1,S001G038,2026-03-30T00:00:05.800000,569.15,765.46,0.0855,4.38,,-165.8,-152.4,move,5,genuine
4678,1,S001G038,2026-03-30T00:00:05.850000,491.23,992.59,0.2049,3.455,,-427.5,103.9,move,4,genuine
4679,1,S001G038,2026-03-30T00:00:05.900000,597.31,901.29,0.1995,3.982,111.05,-188.2,52.5,click,0,genuine
4680,1,S001G038,2026-03-30T00:00:05.950000,505.52,669.38,0.1445,3.17,,-4.3,25.7,move,0,genuine
4681,1,S001G039,2026-01-08T00:00:00,591.02,646.2,0.068,2.584,,139.6,-104.6,move,0,genuine
4682,1,S001G039,2026-01-08T00:00:00.050000,556.32,933.69,0.1335,3.794,,-148.2,-98.0,move,1,genuine
4683,1,S001G039,2026-01-08T00:00:00.100000,688.49,921.57,0.1252,3.772,,-150.2,243.4,move,5,genuine
4684,1,S001G039,2026-01-08T00:00:00.150000,637.67,1047.6,0.1424,3.553,,58.4,-148.0,move,0,genuine
4685,1,S001G039,2026-01-08T00:00:00.200000,488.84,682.33,0.1011,3.147,,-72.6,-33.4,scroll,3,genuine
4686,1,S001G039,2026-01-08T00:00:00.250000,642.94,788.93,0.19,2.817,99.56,78.2,31.4,click,1,genuine
4687,1,S001G039,2026-01-08T00:00:00.300000,358.1,903.56,0.1404,3.559,,34.2,-41.3,move,5,genuine
4688,1,S001G039,2026-01-08T00:00:00.350000,516.03,734.17,0.0641,3.409,,145.1,38.1,move,2,genuine
4689,1,S001G039,2026-01-08T00:00:00.400000,326.54,840.2,0.1392,3.135,,218.7,-79.3,move,2,genuine
4690,1,S001G039,2026-01-08T00:00:00.450000,401.8,835.78,0.1655,3.667,112.25,-282.1,-69.6,click,0,genuine
4691,1,S001G039,2026-01-08T00:00:00.500000,478.0,724.91,0.2099,3.471,,30.7,-12.2,move,1,genuine
4692,1,S001G039,2026-01-08T00:00:00.550000,410.15,827.41,0.1601,2.944,,6.3,-16.0,move,3,genuine
4693,1,S001G039,2026-01-08T00:00:00.600000,694.17,548.83,0.176,3.513,,158.5,59.9,move,3,genuine
4694,1,S001G039,2026-01-08T00:00:00.650000,723.63,886.62,0.1175,3.581,,-292.1,-3.9,move,1,genuine
4695,1,S001G039,2026-01-08T00:00:00.700000,393.26,832.17,0.1476,3.856,118.67,-169.6,189.1,click,4,genuine
4696,1,S001G039,2026-01-08T00:00:00.750000,607.96,921.02,0.0784,2.669,115.99,-13.4,91.8,click,5,genuine
4697,1,S001G039,2026-01-08T00:00:00.800000,354.78,520.56,0.1273,3.976,,-35.9,1.6,move,4,genuine
4698,1,S001G039,2026-01-08T00:00:00.850000,666.19,940.85,0.153,4.343,,2.2,-260.0,move,1,genuine
4699,1,S001G039,2026-01-08T00:00:00.900000,332.12,934.07,0.128,3.123,,-84.5,107.7,move,1,genuine
4700,1,S001G039,2026-01-08T00:00:00.950000,477.66,973.76,0.168,4.04,,-119.1,-85.8,move,4,genuine
4701,1,S001G039,2026-01-08T00:00:01,512.52,814.08,0.1779,4.023,99.38,-219.5,-109.9,click,5,genuine
4702,1,S001G039,2026-01-08T00:00:01.050000,595.38,1111.19,0.2147,3.868,,-34.4,212.1,move,2,genuine
4703,1,S001G039,2026-01-08T00:00:01.100000,352.57,953.35,0.1593,2.897,,87.6,-270.4,move,0,genuine
4704,1,S001G039,2026-01-08T00:00:01.150000,582.84,463.94,0.1432,4.278,,-556.5,-50.5,move,1,genuine
4705,1,S001G039,2026-01-08T00:00:01.200000,272.32,827.95,0.1417,3.445,,307.3,10.8,move,0,genuine
4706,1,S001G039,2026-01-08T00:00:01.250000,728.94,857.74,0.1257,4.206,100.56,90.5,121.3,click,2,genuine
4707,1,S001G039,2026-01-08T00:00:01.300000,529.1,488.85,0.1437,4.237,,136.3,292.0,move,1,genuine
4708,1,S001G039,2026-01-08T00:00:01.350000,312.56,709.62,0.1436,2.665,107.75,-49.0,-84.4,click,0,genuine
4709,1,S001G039,2026-01-08T00:00:01.400000,562.39,450.69,0.1973,3.196,,-217.5,-118.4,move,4,genuine
4710,1,S001G039,2026-01-08T00:00:01.450000,521.64,816.44,0.1895,3.104,,-300.4,141.5,move,5,genuine
4711,1,S001G039,2026-01-08T00:00:01.500000,441.83,651.2,0.1121,3.793,,-31.5,-186.6,move,2,genuine
4712,1,S001G039,2026-01-08T00:00:01.550000,348.48,844.34,0.1613,3.461,,378.6,159.2,move,3,genuine
4713,1,S001G039,2026-01-08T00:00:01.600000,627.04,492.84,0.1217,3.861,,77.1,117.0,move,0,genuine
4714,1,S001G039,2026-01-08T00:00:01.650000,759.09,434.79,0.1073,3.787,,98.9,-258.9,move,1,genuine
4715,1,S001G039,2026-01-08T00:00:01.700000,557.65,1007.13,0.1989,2.916,,-8.8,-208.1,move,2,genuine
4716,1,S001G039,2026-01-08T00:00:01.750000,659.39,1038.78,0.152,4.407,,-99.9,-227.7,move,3,genuine
4717,1,S001G039,2026-01-08T00:00:01.800000,514.12,1098.79,0.185,3.77,,-288.1,146.7,move,3,genuine
4718,1,S001G039,2026-01-08T00:00:01.850000,612.04,821.23,0.1269,3.603,,-248.2,76.7,move,3,genuine
4719,1,S001G039,2026-01-08T00:00:01.900000,533.48,1163.49,0.0931,3.428,,-168.5,68.2,move,3,genuine
4720,1,S001G039,2026-01-08T00:00:01.950000,620.09,996.6,0.1248,2.93,,16.7,-8.0,move,2,genuine
4721,1,S001G039,2026-01-08T00:00:02,619.17,816.57,0.1868,3.83,,316.3,-152.4,move,4,genuine
4722,1,S001G039,2026-01-08T00:00:02.050000,538.44,485.26,0.0935,3.334,,-85.5,-201.8,move,5,genuine
4723,1,S001G039,2026-01-08T00:00:02.100000,443.23,792.66,0.1866,4.016,115.23,-62.3,-203.3,click,3,genuine
4724,1,S001G039,2026-01-08T00:00:02.150000,478.94,1097.88,0.2107,3.655,,-87.1,-165.4,scroll,2,genuine
4725,1,S001G039,2026-01-08T00:00:02.200000,512.17,1036.17,0.2115,4.241,117.92,-239.9,-104.3,click,3,genuine
4726,1,S001G039,2026-01-08T00:00:02.250000,636.67,536.92,0.1831,3.578,,154.7,-74.0,move,5,genuine
4727,1,S001G039,2026-01-08T00:00:02.300000,725.86,882.34,0.1152,3.772,,201.2,139.4,move,4,genuine
4728,1,S001G039,2026-01-08T00:00:02.350000,317.52,840.34,0.1667,3.172,,8.3,-100.2,move,5,genuine
4729,1,S001G039,2026-01-08T00:00:02.400000,377.75,677.83,0.1524,2.791,116.8,-534.5,0.3,click,0,genuine
4730,1,S001G039,2026-01-08T00:00:02.450000,533.43,954.5,0.1243,3.091,,14.7,248.9,move,5,genuine
4731,1,S001G039,2026-01-08T00:00:02.500000,665.85,647.6,0.1381,3.186,,-187.8,134.1,move,3,genuine
4732,1,S001G039,2026-01-08T00:00:02.550000,540.93,946.25,0.2139,3.778,,24.4,-80.4,move,4,genuine
4733,1,S001G039,2026-01-08T00:00:02.600000,493.29,310.89,0.2105,2.921,,-393.5,212.8,move,5,genuine
4734,1,S001G039,2026-01-08T00:00:02.650000,470.61,572.03,0.1181,3.579,,-76.2,-23.0,scroll,1,genuine
4735,1,S001G039,2026-01-08T00:00:02.700000,688.08,630.12,0.2189,3.65,,390.6,62.8,move,1,genuine
4736,1,S001G039,2026-01-08T00:00:02.750000,577.67,364.48,0.2,3.43,,346.8,20.9,move,4,genuine
4737,1,S001G039,2026-01-08T00:00:02.800000,595.77,727.21,0.1497,3.291,,55.8,33.7,scroll,2,genuine
4738,1,S001G039,2026-01-08T00:00:02.850000,524.76,791.44,0.1549,2.525,,-362.4,103.2,move,3,genuine
4739,1,S001G039,2026-01-08T00:00:02.900000,292.51,982.96,0.1703,3.849,,330.2,-173.3,move,1,genuine
4740,1,S001G039,2026-01-08T00:00:02.950000,632.09,472.23,0.1569,3.463,132.66,-318.2,-1.5,click,5,genuine
4741,1,S001G039,2026-01-08T00:00:03,485.29,892.06,0.1983,4.228,97.96,278.7,275.9,click,2,genuine
4742,1,S001G039,2026-01-08T00:00:03.050000,439.77,1214.61,0.1447,3.972,,85.6,61.7,scroll,3,genuine
4743,1,S001G039,2026-01-08T00:00:03.100000,637.73,864.06,0.1714,3.795,,-330.0,-292.9,move,2,genuine
4744,1,S001G039,2026-01-08T00:00:03.150000,442.06,662.04,0.167,2.851,,-50.8,-202.3,move,4,genuine
4745,1,S001G039,2026-01-08T00:00:03.200000,529.58,709.27,0.198,3.951,114.22,-102.4,-5.3,click,0,genuine
4746,1,S001G039,2026-01-08T00:00:03.250000,541.67,1113.59,0.183,3.144,,434.3,175.4,scroll,1,genuine
4747,1,S001G039,2026-01-08T00:00:03.300000,578.03,630.28,0.1053,2.925,,127.0,79.7,move,1,genuine
4748,1,S001G039,2026-01-08T00:00:03.350000,494.01,847.32,0.1565,2.726,,241.5,12.4,scroll,1,genuine
4749,1,S001G039,2026-01-08T00:00:03.400000,473.42,819.66,0.1566,4.106,109.2,-86.5,-197.6,click,5,genuine
4750,1,S001G039,2026-01-08T00:00:03.450000,577.83,772.59,0.1882,3.243,,-123.3,156.0,move,4,genuine
4751,1,S001G039,2026-01-08T00:00:03.500000,585.06,859.28,0.1762,3.678,,242.1,-156.5,move,3,genuine
4752,1,S001G039,2026-01-08T00:00:03.550000,641.39,847.73,0.1848,3.832,,330.7,116.5,move,3,genuine
4753,1,S001G039,2026-01-08T00:00:03.600000,480.64,1139.85,0.1381,3.557,,-210.8,-112.8,move,1,genuine
4754,1,S001G039,2026-01-08T00:00:03.650000,548.38,658.79,0.1899,3.711,,146.0,-25.2,move,2,genuine
4755,1,S001G039,2026-01-08T00:00:03.700000,465.55,786.08,0.1783,3.251,,-114.0,3.2,move,1,genuine
4756,1,S001G039,2026-01-08T00:00:03.750000,568.4,555.88,0.165,4.023,,-362.6,276.0,move,0,genuine
4757,1,S001G039,2026-01-08T00:00:03.800000,806.89,1150.64,0.1512,3.026,87.08,24.0,63.7,click,1,genuine
4758,1,S001G039,2026-01-08T00:00:03.850000,527.08,1152.03,0.1453,3.914,,-200.6,118.4,move,5,genuine
4759,1,S001G039,2026-01-08T00:00:03.900000,564.83,820.97,0.1685,3.182,,127.2,11.2,move,3,genuine
4760,1,S001G039,2026-01-08T00:00:03.950000,673.52,941.56,0.1267,3.193,100.15,351.6,82.4,click,5,genuine
4761,1,S001G039,2026-01-08T00:00:04,669.37,846.34,0.1632,2.948,,-45.1,-217.6,move,5,genuine
4762,1,S001G039,2026-01-08T00:00:04.050000,521.31,426.78,0.0952,4.194,,-131.6,52.6,move,5,genuine
4763,1,S001G039,2026-01-08T00:00:04.100000,835.16,809.66,0.1739,4.476,117.84,-295.2,-154.0,click,3,genuine
4764,1,S001G039,2026-01-08T00:00:04.150000,635.51,565.97,0.1135,4.104,,127.1,73.2,scroll,3,genuine
4765,1,S001G039,2026-01-08T00:00:04.200000,537.91,915.38,0.1612,2.635,,-180.0,-253.6,move,5,genuine
4766,1,S001G039,2026-01-08T00:00:04.250000,633.86,896.13,0.1422,3.758,,-129.4,178.5,move,3,genuine
4767,1,S001G039,2026-01-08T00:00:04.300000,588.37,1287.69,0.1391,3.748,,-197.0,-107.0,move,5,genuine
4768,1,S001G039,2026-01-08T00:00:04.350000,429.03,639.11,0.1384,3.221,,-219.7,96.3,scroll,4,genuine
4769,1,S001G039,2026-01-08T00:00:04.400000,522.47,992.27,0.2011,3.648,,-529.3,-102.5,move,5,genuine
4770,1,S001G039,2026-01-08T00:00:04.450000,386.76,654.2,0.1787,3.132,,11.3,-292.6,scroll,0,genuine
4771,1,S001G039,2026-01-08T00:00:04.500000,675.59,839.43,0.1526,3.618,103.04,-134.6,247.3,click,4,genuine
4772,1,S001G039,2026-01-08T00:00:04.550000,429.4,841.15,0.1382,3.93,,-15.4,-69.1,move,0,genuine
4773,1,S001G039,2026-01-08T00:00:04.600000,390.91,584.21,0.1196,4.044,,30.5,155.4,move,5,genuine
4774,1,S001G039,2026-01-08T00:00:04.650000,697.96,984.09,0.1876,4.12,,-59.1,-65.1,move,5,genuine
4775,1,S001G039,2026-01-08T00:00:04.700000,634.36,1146.74,0.1646,3.297,,221.9,91.3,move,5,genuine
4776,1,S001G039,2026-01-08T00:00:04.750000,550.49,668.2,0.2133,3.429,,182.4,-64.1,move,0,genuine
4777,1,S001G039,2026-01-08T00:00:04.800000,646.47,777.12,0.1942,3.104,,-55.3,-24.2,move,1,genuine
4778,1,S001G039,2026-01-08T00:00:04.850000,572.29,1011.03,0.1283,2.689,,218.7,160.7,move,0,genuine
4779,1,S001G039,2026-01-08T00:00:04.900000,623.14,817.55,0.1827,3.171,,-153.2,-156.5,move,2,genuine
4780,1,S001G039,2026-01-08T00:00:04.950000,575.51,838.98,0.178,2.878,,-88.0,136.6,move,0,genuine
4781,1,S001G039,2026-01-08T00:00:05,325.26,739.15,0.1299,4.167,,-51.1,-161.3,move,0,genuine
4782,1,S001G039,2026-01-08T00:00:05.050000,523.92,866.36,0.1621,3.25,,-6.3,46.6,move,0,genuine
4783,1,S001G039,2026-01-08T00:00:05.100000,554.94,1074.03,0.145,3.722,85.95,-406.2,102.7,click,3,genuine
4784,1,S001G039,2026-01-08T00:00:05.150000,366.09,899.1,0.2361,4.624,101.48,142.7,-138.9,click,0,genuine
4785,1,S001G039,2026-01-08T00:00:05.200000,488.74,728.16,0.1005,3.634,,-200.6,-12.7,move,0,genuine
4786,1,S001G039,2026-01-08T00:00:05.250000,197.59,578.18,0.1227,3.72,,307.8,138.2,scroll,2,genuine
4787,1,S001G039,2026-01-08T00:00:05.300000,492.84,923.68,0.2057,4.373,,-51.6,192.8,move,5,genuine
4788,1,S001G039,2026-01-08T00:00:05.350000,632.18,654.62,0.2108,3.125,,-214.0,-205.7,move,5,genuine
4789,1,S001G039,2026-01-08T00:00:05.400000,668.85,815.03,0.1858,3.319,76.22,134.5,-34.1,click,2,genuine
4790,1,S001G039,2026-01-08T00:00:05.450000,591.53,648.72,0.179,4.171,,164.6,-98.9,scroll,1,genuine
4791,1,S001G039,2026-01-08T00:00:05.500000,485.35,511.89,0.1979,3.778,,229.8,-268.3,move,2,genuine
4792,1,S001G039,2026-01-08T00:00:05.550000,419.76,896.61,0.1725,4.747,,144.7,138.5,move,1,genuine
4793,1,S001G039,2026-01-08T00:00:05.600000,507.85,1465.06,0.163,3.969,,335.2,-60.4,move,3,genuine
4794,1,S001G039,2026-01-08T00:00:05.650000,449.53,1011.54,0.2,4.219,110.48,-49.5,20.5,click,4,genuine
4795,1,S001G039,2026-01-08T00:00:05.700000,436.27,482.57,0.1463,3.993,,-146.0,-89.6,scroll,0,genuine
4796,1,S001G039,2026-01-08T00:00:05.750000,650.32,616.96,0.2326,3.544,,-212.2,32.4,move,4,genuine
4797,1,S001G039,2026-01-08T00:00:05.800000,486.94,863.0,0.1369,3.092,,-315.6,163.3,move,2,genuine
4798,1,S001G039,2026-01-08T00:00:05.850000,733.34,519.3,0.1405,2.492,,-318.6,-64.1,move,5,genuine
4799,1,S001G039,2026-01-08T00:00:05.900000,655.38,1050.69,0.1492,4.279,85.22,139.7,130.5,click,1,genuine
4800,1,S001G039,2026-01-08T00:00:05.950000,487.71,692.92,0.1341,2.831,109.2,-285.5,29.2,click,0,genuine
4801,1,S001G040,2026-01-17T00:00:00,683.24,1104.2,0.0988,3.653,,172.7,-101.7,move,0,genuine
4802,1,S001G040,2026-01-17T00:00:00.050000,399.84,1015.78,0.0895,3.497,,-217.9,60.4,move,5,genuine
4803,1,S001G040,2026-01-17T00:00:00.100000,624.67,754.78,0.1825,4.05,,-28.4,18.5,move,4,genuine
4804,1,S001G040,2026-01-17T00:00:00.150000,524.38,914.3,0.1119,4.582,,-124.2,134.7,move,0,genuine
4805,1,S001G040,2026-01-17T00:00:00.200000,585.64,833.58,0.2052,3.304,97.54,-243.4,186.6,click,0,genuine
4806,1,S001G040,2026-01-17T00:00:00.250000,416.02,720.0,0.0582,3.328,,143.4,131.9,move,2,genuine
4807,1,S001G040,2026-01-17T00:00:00.300000,435.18,1060.94,0.1249,4.061,,22.5,-201.7,move,5,genuine
4808,1,S001G040,2026-01-17T00:00:00.350000,883.2,1120.05,0.1755,3.098,,-21.6,-252.5,move,2,genuine
4809,1,S001G040,2026-01-17T00:00:00.400000,434.44,894.67,0.1551,3.867,99.56,25.8,84.4,click,2,genuine
4810,1,S001G040,2026-01-17T00:00:00.450000,581.95,711.1,0.1824,4.12,,47.1,390.5,move,5,genuine
4811,1,S001G040,2026-01-17T00:00:00.500000,474.04,725.0,0.2103,3.909,114.61,76.6,-23.9,click,3,genuine
4812,1,S001G040,2026-01-17T00:00:00.550000,562.03,1051.39,0.1819,4.223,,-232.3,7.5,move,2,genuine
4813,1,S001G040,2026-01-17T00:00:00.600000,294.26,1215.88,0.1994,2.555,,52.3,-85.3,move,4,genuine
4814,1,S001G040,2026-01-17T00:00:00.650000,438.15,371.7,0.126,2.598,,-125.4,-52.7,move,5,genuine
4815,1,S001G040,2026-01-17T00:00:00.700000,518.34,780.78,0.1497,4.128,,-9.7,-86.6,move,5,genuine
4816,1,S001G040,2026-01-17T00:00:00.750000,688.6,927.29,0.0719,3.334,107.0,80.9,-38.1,click,5,genuine
4817,1,S001G040,2026-01-17T00:00:00.800000,527.14,941.17,0.1927,2.673,,-190.0,-100.6,move,1,genuine
4818,1,S001G040,2026-01-17T00:00:00.850000,600.57,760.99,0.1156,3.691,,-131.1,137.4,move,3,genuine
4819,1,S001G040,2026-01-17T00:00:00.900000,497.79,1219.89,0.0905,4.15,,105.9,-38.0,move,1,genuine
4820,1,S001G040,2026-01-17T00:00:00.950000,585.12,729.61,0.1782,3.247,,290.9,-7.3,move,4,genuine
4821,1,S001G040,2026-01-17T00:00:01,505.99,991.08,0.17,4.597,,31.0,70.6,move,1,genuine
4822,1,S001G040,2026-01-17T00:00:01.050000,335.1,444.4,0.1246,3.382,,-140.6,-45.5,move,2,genuine
4823,1,S001G040,2026-01-17T00:00:01.100000,358.93,434.34,0.1689,3.416,,-249.9,-195.4,move,1,genuine
4824,1,S001G040,2026-01-17T00:00:01.150000,738.96,740.82,0.1497,3.962,,-50.5,73.7,move,2,genuine
4825,1,S001G040,2026-01-17T00:00:01.200000,494.95,1016.14,0.1856,3.377,,474.0,200.5,move,2,genuine
4826,1,S001G040,2026-01-17T00:00:01.250000,658.4,1096.54,0.145,4.169,137.62,-248.8,222.8,click,0,genuine
4827,1,S001G040,2026-01-17T00:00:01.300000,370.11,708.73,0.2075,3.907,,-56.8,191.0,scroll,4,genuine
4828,1,S001G040,2026-01-17T00:00:01.350000,522.74,675.67,0.1644,4.202,,155.4,-263.2,move,4,genuine
4829,1,S001G040,2026-01-17T00:00:01.400000,553.83,925.65,0.1899,3.714,,-46.1,-96.0,move,5,genuine
4830,1,S001G040,2026-01-17T00:00:01.450000,655.34,689.85,0.2722,3.771,118.08,-271.1,31.7,click,5,genuine
4831,1,S001G040,2026-01-17T00:00:01.500000,518.25,796.89,0.0355,3.527,,37.3,-78.3,move,0,genuine
4832,1,S001G040,2026-01-17T00:00:01.550000,642.35,784.53,0.1908,2.718,,506.6,-144.6,scroll,5,genuine
4833,1,S001G040,2026-01-17T00:00:01.600000,627.67,971.16,0.1327,3.93,,-229.5,-80.6,move,2,genuine
4834,1,S001G040,2026-01-17T00:00:01.650000,485.34,908.97,0.0516,4.086,102.52,-57.2,-84.5,click,4,genuine
4835,1,S001G040,2026-01-17T00:00:01.700000,817.13,562.67,0.1467,2.224,83.88,-195.8,-345.1,click,2,genuine
4836,1,S001G040,2026-01-17T00:00:01.750000,381.46,656.97,0.1392,3.898,,254.5,217.9,move,0,genuine
4837,1,S001G040,2026-01-17T00:00:01.800000,652.41,666.73,0.197,3.897,111.0,-27.6,-120.4,click,3,genuine
4838,1,S001G040,2026-01-17T00:00:01.850000,588.49,1316.3,0.1605,3.644,,28.5,185.6,move,2,genuine
4839,1,S001G040,2026-01-17T00:00:01.900000,532.82,639.7,0.1539,3.457,,-38.0,-163.9,move,1,genuine
4840,1,S001G040,2026-01-17T00:00:01.950000,306.48,1188.63,0.1211,2.581,,-399.7,118.7,move,3,genuine
4841,1,S001G040,2026-01-17T00:00:02,491.66,759.55,0.0636,4.259,114.48,49.5,-15.2,click,3,genuine
4842,1,S001G040,2026-01-17T00:00:02.050000,546.63,670.62,0.1926,2.938,,-147.4,-88.1,move,1,genuine
4843,1,S001G040,2026-01-17T00:00:02.100000,511.53,638.42,0.1697,3.89,,-225.0,-104.6,move,5,genuine
4844,1,S001G040,2026-01-17T00:00:02.150000,835.62,578.55,0.0962,3.369,79.0,127.0,-117.8,click,3,genuine
4845,1,S001G040,2026-01-17T00:00:02.200000,509.45,645.68,0.2341,3.013,,-36.8,-4.5,move,2,genuine
4846,1,S001G040,2026-01-17T00:00:02.250000,602.0,911.58,0.1989,3.237,,70.7,-22.6,move,1,genuine
4847,1,S001G040,2026-01-17T00:00:02.300000,513.22,889.41,0.2177,3.291,87.66,436.6,131.6,click,2,genuine
4848,1,S001G040,2026-01-17T00:00:02.350000,701.5,662.33,0.1933,3.767,,-71.7,-118.8,move,3,genuine
4849,1,S001G040,2026-01-17T00:00:02.400000,338.89,1033.59,0.1474,3.36,109.38,-336.1,32.5,click,2,genuine
4850,1,S001G040,2026-01-17T00:00:02.450000,416.16,786.28,0.2366,3.248,100.15,-209.7,26.8,click,1,genuine
4851,1,S001G040,2026-01-17T00:00:02.500000,411.14,732.36,0.1372,2.757,,-209.1,22.3,move,5,genuine
4852,1,S001G040,2026-01-17T00:00:02.550000,521.12,796.29,0.1879,4.104,110.01,-105.0,49.8,click,2,genuine
4853,1,S001G040,2026-01-17T00:00:02.600000,542.68,796.35,0.1828,2.393,,293.4,306.0,move,2,genuine
4854,1,S001G040,2026-01-17T00:00:02.650000,462.22,1045.96,0.1848,3.322,,0.6,-31.8,move,4,genuine
4855,1,S001G040,2026-01-17T00:00:02.700000,531.74,894.84,0.1458,3.832,101.88,-427.9,8.2,click,1,genuine
4856,1,S001G040,2026-01-17T00:00:02.750000,429.07,844.58,0.2054,2.258,,-113.1,41.9,move,4,genuine
4857,1,S001G040,2026-01-17T00:00:02.800000,453.05,772.73,0.1188,3.978,,-14.1,77.0,move,4,genuine
4858,1,S001G040,2026-01-17T00:00:02.850000,414.54,640.02,0.1704,2.878,,278.0,-256.6,move,0,genuine
4859,1,S001G040,2026-01-17T00:00:02.900000,433.29,479.28,0.1556,4.048,,-469.7,127.0,move,3,genuine
4860,1,S001G040,2026-01-17T00:00:02.950000,634.13,906.38,0.108,3.075,,-107.6,-279.8,scroll,4,genuine
4861,1,S001G040,2026-01-17T00:00:03,528.23,986.55,0.1478,4.39,,305.7,18.2,scroll,3,genuine
4862,1,S001G040,2026-01-17T00:00:03.050000,457.58,825.85,0.1932,2.964,,124.3,220.2,move,5,genuine
4863,1,S001G040,2026-01-17T00:00:03.100000,489.75,806.05,0.15,3.037,,-117.3,-6.0,move,1,genuine
4864,1,S001G040,2026-01-17T00:00:03.150000,556.79,726.83,0.1889,3.573,100.92,11.7,-17.2,click,5,genuine
4865,1,S001G040,2026-01-17T00:00:03.200000,497.58,744.48,0.1007,3.459,99.2,-107.5,78.4,click,5,genuine
4866,1,S001G040,2026-01-17T00:00:03.250000,442.66,912.18,0.1532,3.404,,55.3,74.5,move,1,genuine
4867,1,S001G040,2026-01-17T00:00:03.300000,450.89,954.54,0.1961,3.708,,-156.3,122.3,move,2,genuine
4868,1,S001G040,2026-01-17T00:00:03.350000,604.21,768.3,0.155,4.058,,-350.0,-93.1,move,1,genuine
4869,1,S001G040,2026-01-17T00:00:03.400000,711.61,513.13,0.1304,3.217,,-62.1,56.1,move,4,genuine
4870,1,S001G040,2026-01-17T00:00:03.450000,576.23,708.96,0.2007,2.774,124.52,-189.6,183.6,click,3,genuine
4871,1,S001G040,2026-01-17T00:00:03.500000,802.24,919.63,0.2061,3.302,96.7,-21.2,-41.1,click,3,genuine
4872,1,S001G040,2026-01-17T00:00:03.550000,382.53,1025.82,0.1289,2.429,,76.7,-62.1,move,1,genuine
4873,1,S001G040,2026-01-17T00:00:03.600000,632.25,608.17,0.2294,4.042,,-273.0,-76.6,scroll,4,genuine
4874,1,S001G040,2026-01-17T00:00:03.650000,438.14,541.58,0.1699,3.023,115.02,55.0,7.8,click,0,genuine
4875,1,S001G040,2026-01-17T00:00:03.700000,354.87,687.66,0.1537,2.838,,-344.2,18.8,move,4,genuine
4876,1,S001G040,2026-01-17T00:00:03.750000,670.72,517.07,0.1986,2.951,,-200.6,-32.8,scroll,1,genuine
4877,1,S001G040,2026-01-17T00:00:03.800000,368.77,626.35,0.165,3.598,,324.1,-100.5,move,1,genuine
4878,1,S001G040,2026-01-17T00:00:03.850000,581.91,1123.19,0.1743,3.317,71.43,-106.7,-136.7,click,1,genuine
4879,1,S001G040,2026-01-17T00:00:03.900000,527.49,1335.75,0.1666,3.935,,92.1,65.9,move,5,genuine
4880,1,S001G040,2026-01-17T00:00:03.950000,493.38,701.56,0.173,3.857,,-136.5,-56.7,move,4,genuine
4881,1,S001G040,2026-01-17T00:00:04,549.16,712.41,0.1873,2.966,,-112.7,-205.7,move,5,genuine
4882,1,S001G040,2026-01-17T00:00:04.050000,588.67,1238.37,0.2229,3.918,,-495.8,208.3,move,4,genuine
4883,1,S001G040,2026-01-17T00:00:04.100000,537.75,482.03,0.1382,3.638,,127.7,-136.8,move,4,genuine
4884,1,S001G040,2026-01-17T00:00:04.150000,579.54,850.24,0.1565,3.583,98.42,-34.2,-102.0,click,1,genuine
4885,1,S001G040,2026-01-17T00:00:04.200000,416.59,824.97,0.1279,3.376,,109.4,-209.4,scroll,3,genuine
4886,1,S001G040,2026-01-17T00:00:04.250000,394.39,1242.34,0.1897,2.447,,68.5,251.7,move,2,genuine
4887,1,S001G040,2026-01-17T00:00:04.300000,559.72,567.19,0.1674,3.025,,68.1,3.9,move,0,genuine
4888,1,S001G040,2026-01-17T00:00:04.350000,343.92,978.52,0.1951,3.526,,-157.6,170.4,move,4,genuine
4889,1,S001G040,2026-01-17T00:00:04.400000,311.2,1093.82,0.0843,3.154,,-283.3,37.0,move,5,genuine
4890,1,S001G040,2026-01-17T00:00:04.450000,338.2,1041.97,0.2417,2.973,,28.6,37.9,move,0,genuine
4891,1,S001G040,2026-01-17T00:00:04.500000,633.16,920.51,0.1877,3.164,,-261.4,78.4,move,4,genuine
4892,1,S001G040,2026-01-17T00:00:04.550000,373.49,1190.85,0.2424,3.506,,-239.2,43.2,move,5,genuine
4893,1,S001G040,2026-01-17T00:00:04.600000,533.82,848.04,0.0849,2.705,,152.5,-155.4,move,0,genuine
4894,1,S001G040,2026-01-17T00:00:04.650000,523.43,949.09,0.164,2.843,,7.4,99.5,move,4,genuine
4895,1,S001G040,2026-01-17T00:00:04.700000,430.01,739.48,0.1839,3.494,,-65.3,-61.6,move,1,genuine
4896,1,S001G040,2026-01-17T00:00:04.750000,572.24,880.66,0.2188,3.059,,48.3,-212.6,move,2,genuine
